chr	rho	r_cM	lenCorCor	lenClosest	lenMean	DFE_all	DFE_noCpG	genus	pop	species	Ne	Island	
1A	0.004220837	2.693167	73732264	69727445	72685834	0.331692	0.240476	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
2	0.004400537	2.813486	154331614	147056713	153125909	0.36659	0.276131	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
3	0.004693155	2.719641	114561924	109306999	112793376	0.389504	0.279259	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
4	0.004152717	2.459158	72976050	68853404	70015997	0.325025	0.246233	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
4A	0.007904417	5.151427	20451253	18844723	20223624	0.322958	0.203522	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
5	0.004403737	2.336388	59626954	59869284	61694345	0.307735	0.227273	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
6	0.005472718	3.338395	36514087	33680547	35613976	0.311026	0.250098	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
7	0.005517095	3.357229	39246143	36689236	38569009	0.355306	0.238343	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
8	0.007441223	4.450898	31775369	29794843	30597724	0.394656	0.284968	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
9	0.005318782	3.306046	25648982	24181457	25794245	0.337582	0.234654	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
10	0.006711985	4.498846	20525061	19578718	20492001	0.331676	0.215412	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
11	0.006358335	3.694092	20924582	19734021	20820935	0.363632	0.234097	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
12	0.007628523	4.377755	21037236	19769134	20957467	0.388065	0.248136	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
13	0.00796059	4.223173	19315571	17377876	17755544	0.312263	0.216869	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
14	0.009030785	5.010265	16611975	15724971	16464737	0.278734	0.205353	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
15	0.013582697	8.445695	14276578	13237838	14141293	0.301439	0.197336	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
17	0.010983337	5.843687	10972141	10841404	11265327	0.361246	0.229997	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
18	0.010723257	5.453749	12580095	11063480	11916102	0.29025	0.187481	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
19	0.0117709	6.527249	11197607	10406357	10999405	0.312143	0.19581	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
20	0.010401965	5.843016	15059066	14013507	15012468	0.393248	0.263358	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
21	0.009352103	5.421236	6847934	6782614	7075184	0.312957	0.206354	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
22	0.018651533	9.73451	4876366	3192413	4289794	0.387078	0.246457	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
23	0.015108233	11.534342	7530976	5750046	6815602	0.312994	0.191024	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
24	0.017591733	9.597122	6833524	6527421	7240039	0.38228	0.241684	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
26	0.015473967	6.923677	6657878	5689380	6301098	0.345024	0.209755	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
27	0.01123182	5.517907	4857840	4050453	4685442	0.389929	0.270193	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
28	0.015964583	8.610583	5284033	4576919	5221503	0.342496	0.216573	Fringilla	FriCoeIsl	FriCoe	191134.11	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.302753	0.264085	Certhidea	CerFusE	CerFus	64769.95	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.269914	0.211684	Certhidea	CerFusE	CerFus	64769.95	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.350901	0.297016	Certhidea	CerFusE	CerFus	64769.95	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.342941	0.263411	Certhidea	CerFusE	CerFus	64769.95	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.359307	0.258957	Certhidea	CerFusE	CerFus	64769.95	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.21289	0.112714	Certhidea	CerFusE	CerFus	64769.95	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.296086	0.243902	Certhidea	CerFusE	CerFus	64769.95	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.25267	0.148567	Certhidea	CerFusE	CerFus	64769.95	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.313669	0.248258	Certhidea	CerFusE	CerFus	64769.95	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.244882	0.131543	Certhidea	CerFusE	CerFus	64769.95	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.224726	0.12986	Certhidea	CerFusE	CerFus	64769.95	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.363421	0.307687	Certhidea	CerFusE	CerFus	64769.95	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.428107	0.407739	Certhidea	CerFusE	CerFus	64769.95	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.351752	0.261658	Certhidea	CerFusE	CerFus	64769.95	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.370277	0.226459	Certhidea	CerFusE	CerFus	64769.95	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.395991	0.239168	Certhidea	CerFusE	CerFus	64769.95	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.183702	0.111851	Certhidea	CerFusE	CerFus	64769.95	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.245722	0.170787	Certhidea	CerFusE	CerFus	64769.95	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.375783	0.20952	Certhidea	CerFusE	CerFus	64769.95	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.354065	0.171737	Certhidea	CerFusE	CerFus	64769.95	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.334976	0.267955	Certhidea	CerFusE	CerFus	64769.95	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.342007	0.486914	Certhidea	CerFusE	CerFus	64769.95	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.415524	0.174247	Certhidea	CerFusE	CerFus	64769.95	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.310126	0.22051	Certhidea	CerFusE	CerFus	64769.95	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.248057	0.174632	Certhidea	CerFusE	CerFus	64769.95	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.232517	0.11604	Certhidea	CerFusE	CerFus	64769.95	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.505244	0.385333	Certhidea	CerFusE	CerFus	64769.95	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.282056	0.102692	Certhidea	CerFusE	CerFus	64769.95	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.273686	0.222967	Certhidea	CerFusL	CerFus	72391.5	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.272565	0.183693	Certhidea	CerFusL	CerFus	72391.5	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.264953	0.219768	Certhidea	CerFusL	CerFus	72391.5	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.256357	0.210768	Certhidea	CerFusL	CerFus	72391.5	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.257019	0.194789	Certhidea	CerFusL	CerFus	72391.5	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.213226	0.119485	Certhidea	CerFusL	CerFus	72391.5	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.266312	0.203333	Certhidea	CerFusL	CerFus	72391.5	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.261558	0.160252	Certhidea	CerFusL	CerFus	72391.5	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.333404	0.243144	Certhidea	CerFusL	CerFus	72391.5	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.266165	0.201041	Certhidea	CerFusL	CerFus	72391.5	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.281734	0.203281	Certhidea	CerFusL	CerFus	72391.5	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.226319	0.156851	Certhidea	CerFusL	CerFus	72391.5	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.366499	0.226982	Certhidea	CerFusL	CerFus	72391.5	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.179987	0.119425	Certhidea	CerFusL	CerFus	72391.5	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.332318	0.212119	Certhidea	CerFusL	CerFus	72391.5	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.244906	0.161331	Certhidea	CerFusL	CerFus	72391.5	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.197761	0.13468	Certhidea	CerFusL	CerFus	72391.5	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.262871	0.182575	Certhidea	CerFusL	CerFus	72391.5	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.274612	0.158806	Certhidea	CerFusL	CerFus	72391.5	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.208249	0.131026	Certhidea	CerFusL	CerFus	72391.5	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.262116	0.179894	Certhidea	CerFusL	CerFus	72391.5	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.204351	0.158072	Certhidea	CerFusL	CerFus	72391.5	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.238513	0.160358	Certhidea	CerFusL	CerFus	72391.5	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.194419	0.14127	Certhidea	CerFusL	CerFus	72391.5	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.202372	0.119808	Certhidea	CerFusL	CerFus	72391.5	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.174454	0.119768	Certhidea	CerFusL	CerFus	72391.5	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.33068	0.242973	Certhidea	CerFusL	CerFus	72391.5	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.221831	0.150999	Certhidea	CerFusL	CerFus	72391.5	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.291267	0.211266	Certhidea	CerOliE	CerOli	67808.06	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.29465	0.205855	Certhidea	CerOliE	CerOli	67808.06	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.308636	0.256377	Certhidea	CerOliE	CerOli	67808.06	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.285609	0.215301	Certhidea	CerOliE	CerOli	67808.06	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.287294	0.20611	Certhidea	CerOliE	CerOli	67808.06	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.204908	0.143918	Certhidea	CerOliE	CerOli	67808.06	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.315987	0.224467	Certhidea	CerOliE	CerOli	67808.06	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.285758	0.239573	Certhidea	CerOliE	CerOli	67808.06	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.347025	0.273161	Certhidea	CerOliE	CerOli	67808.06	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.303389	0.216712	Certhidea	CerOliE	CerOli	67808.06	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.25987	0.18828	Certhidea	CerOliE	CerOli	67808.06	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.203382	0.15599	Certhidea	CerOliE	CerOli	67808.06	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.37303	0.308649	Certhidea	CerOliE	CerOli	67808.06	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.181674	0.106794	Certhidea	CerOliE	CerOli	67808.06	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.350116	0.215461	Certhidea	CerOliE	CerOli	67808.06	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.231212	0.136207	Certhidea	CerOliE	CerOli	67808.06	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.250294	0.162509	Certhidea	CerOliE	CerOli	67808.06	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.3196	0.231123	Certhidea	CerOliE	CerOli	67808.06	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.271977	0.165908	Certhidea	CerOliE	CerOli	67808.06	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.261095	0.129501	Certhidea	CerOliE	CerOli	67808.06	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.355783	0.243338	Certhidea	CerOliE	CerOli	67808.06	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.259824	0.164744	Certhidea	CerOliE	CerOli	67808.06	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.397977	0.265265	Certhidea	CerOliE	CerOli	67808.06	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.254152	0.166333	Certhidea	CerOliE	CerOli	67808.06	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.278344	0.187726	Certhidea	CerOliE	CerOli	67808.06	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.26253	0.188753	Certhidea	CerOliE	CerOli	67808.06	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.34197	0.265769	Certhidea	CerOliE	CerOli	67808.06	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.255689	0.149507	Certhidea	CerOliE	CerOli	67808.06	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.361177	0.261289	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.371902	0.250718	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.306941	0.214889	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.366406	0.289431	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.320243	0.246546	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.278181	0.192974	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.353719	0.277839	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.341217	0.284744	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.362308	0.273711	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.352996	0.241925	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.332241	0.207898	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.289951	0.250348	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.338742	0.22461	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.291201	0.188474	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.26354	0.187835	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.271015	0.180019	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.278191	0.173922	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.311783	0.237719	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.323455	0.190271	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.276795	0.215341	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.323447	0.237465	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.254231	0.205036	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.342166	0.168504	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.250176	0.179262	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.320346	0.236099	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.276844	0.198099	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.312729	0.21964	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.292928	0.196986	Camarhynchus	CamPalZ	CamPal	90234.22	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.341847	0.255838	Geospiza	GeoConE	GeoCon	136639.71	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.325739	0.246077	Geospiza	GeoConE	GeoCon	136639.71	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.318234	0.245788	Geospiza	GeoConE	GeoCon	136639.71	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.330058	0.257816	Geospiza	GeoConE	GeoCon	136639.71	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.341399	0.28048	Geospiza	GeoConE	GeoCon	136639.71	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.258236	0.202712	Geospiza	GeoConE	GeoCon	136639.71	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.328989	0.258199	Geospiza	GeoConE	GeoCon	136639.71	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.298649	0.231252	Geospiza	GeoConE	GeoCon	136639.71	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.317118	0.226976	Geospiza	GeoConE	GeoCon	136639.71	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.341235	0.262241	Geospiza	GeoConE	GeoCon	136639.71	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.348788	0.231843	Geospiza	GeoConE	GeoCon	136639.71	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.282417	0.207569	Geospiza	GeoConE	GeoCon	136639.71	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.335271	0.252837	Geospiza	GeoConE	GeoCon	136639.71	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.289654	0.20511	Geospiza	GeoConE	GeoCon	136639.71	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.300708	0.199952	Geospiza	GeoConE	GeoCon	136639.71	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.288163	0.194931	Geospiza	GeoConE	GeoCon	136639.71	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.258068	0.167355	Geospiza	GeoConE	GeoCon	136639.71	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.278654	0.221444	Geospiza	GeoConE	GeoCon	136639.71	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.275182	0.194525	Geospiza	GeoConE	GeoCon	136639.71	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.269541	0.168429	Geospiza	GeoConE	GeoCon	136639.71	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.269739	0.212459	Geospiza	GeoConE	GeoCon	136639.71	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.281009	0.196565	Geospiza	GeoConE	GeoCon	136639.71	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.305685	0.191645	Geospiza	GeoConE	GeoCon	136639.71	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.248522	0.158732	Geospiza	GeoConE	GeoCon	136639.71	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.287303	0.173544	Geospiza	GeoConE	GeoCon	136639.71	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.283798	0.211642	Geospiza	GeoConE	GeoCon	136639.71	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.297198	0.224296	Geospiza	GeoConE	GeoCon	136639.71	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.258943	0.161875	Geospiza	GeoConE	GeoCon	136639.71	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.360761	0.288858	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.33405	0.214189	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.326374	0.259598	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.354614	0.277417	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.350946	0.267485	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.293811	0.242774	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.323565	0.258567	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.311703	0.221545	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.375073	0.260286	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.373652	0.273712	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.346283	0.250457	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.27991	0.191265	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.332036	0.23906	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.32262	0.196413	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.314616	0.219979	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.259808	0.179368	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.266945	0.207915	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.297476	0.235359	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.298092	0.194585	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.305405	0.228426	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.297461	0.216982	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.274031	0.224649	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.364531	0.24918	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.237222	0.142119	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.26649	0.197532	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.278277	0.19335	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.343391	0.249859	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.279596	0.183338	Geospiza	GeoDifP	GeoDif	95811.1	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.334113	0.254182	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.328638	0.22614	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.336608	0.24665	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.328445	0.284174	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.359522	0.286166	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.273116	0.222773	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.320751	0.241448	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.356917	0.213312	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.322437	0.22717	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.344035	0.26157	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.34398	0.241146	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.269414	0.168898	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.390677	0.294215	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.277911	0.216089	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.33233	0.239916	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.299811	0.201429	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.271661	0.171332	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.238436	0.226062	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.267096	0.163425	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.257984	0.17072	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.308593	0.189566	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.307032	0.215419	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.432425	0.329728	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.226661	0.139409	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
